2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916232999,33.4310744732,-112.0173007496,1150
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916239039,33.4311537877,-112.0231549607,1395.9807681485
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916257189,33.431649279,-112.0403311826,2334.953145436
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916284783,33.4334489092,-112.0676216503,2948.5406790677
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916358368,33.491623137,-112.1360398036,4414.0399281022
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916427354,33.5755399975,-112.1730341487,7408.9172849388
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916496339,33.6523858127,-112.0992591314,10185.7692935622
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916523934,33.6804812071,-112.0591079226,10732.6437190304
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916597518,33.7677838442,-111.93497772,11786.6553344875
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916671103,33.8647704931,-111.7970577494,13959.3177679343
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916740089,33.9590260061,-111.662682778,15929.3689008249
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916749287,33.9715813501,-111.6444906766,16150.2666311994
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916781480,34.0215653214,-111.5859444493,16869.8623475713
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916809075,34.0712593606,-111.5471818027,17570.843491199
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916836669,34.1213057816,-111.50851888,18579.7846406429
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916850466,34.1463872594,-111.4892426798,18926.757865576
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916864263,34.1715483424,-111.4692168061,19221.7605943171
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916878061,34.1970217522,-111.4498359794,19695.1323736532
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916891858,34.2227345429,-111.4310496741,20090.1206592696
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916910254,34.2553931009,-111.4056056607,20445.7690619118
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916933249,34.2989964556,-111.3723376048,20773.4842822929
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916960843,34.351684807,-111.3295714218,21393.3236458465
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916983839,34.3966021157,-111.2973036844,21880.6865312628
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490916988438,34.4053238667,-111.2898679979,21978.159108346
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917057424,34.5390436559,-111.186328925,23624.0578497125
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917126409,34.6635054248,-111.0701927203,25037.5079182688
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917199994,34.7817202469,-110.9292515307,28064.4205022161
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917245985,34.8484045341,-110.8462592069,29000
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917250584,34.8555689123,-110.8386451057,29000
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917264381,34.8761195084,-110.8130730759,29000
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917291975,34.9180819096,-110.7616442128,29107.1259946422
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917319569,34.9619244459,-110.7113143623,29337.4764456147
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917347164,35.0055762089,-110.6588519055,29567.8267684251
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917360961,35.0279551754,-110.6305067588,29678.7809360668
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917397753,35.0921722917,-110.5528959723,29918.9024595202
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917441560,35.1678100084,-110.4602003522,30283.515255262
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917508001,35.2771581865,-110.3231236174,30835.9186645689
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917543994,35.3422584294,-110.2425515016,31000
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917780455,35.7419481268,-109.737401201,30925
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917797563,35.7722101058,-109.6929381298,30950
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917819431,35.8077829836,-109.634308157,30975
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917846641,35.8443070102,-109.5726863675,31000
2017033001137841_2.3.0-F,AAL424,A320,PHX,DTW,33025,1490917836901,35.8321880828,-109.5926621803,30991.2737820149
